"","nosta","codehydro","nom","courdo","xlambert","ylambert","pk","bv","type","nogest","module","qrefetiage","qix2","qix5","qix10","mnemo","comment","datemaj","typemes","cotedebordement","coteseuil","nomcommune","inseecommune","ngfechelle","dateenregistrement","datecreation","codehydro3","codesitehydro3","synchronisation","region"
"992",89,"L5323010","ORADOUR SAINT GENEST","La Brame",545859,6574379,NA,232.35001,"S",7007,2.2,0.056,34.4,48.9,58.5,"ORADOUR","","03/31/23 13:29:00",NA,NA,NA,"ORADOUR-SAINT-GENEST",87109,16128,"08/22/25 14:41:00","12/21/04 09:10:00","L532301001","L5323010",NA,"NA"
"993",90,"L5411810","MONTMORILLON","Gartempe",536383,6593687,NA,1867.37,"S",7007,21.3,2.22,188,274,330,"MONTMORILL","","03/31/23 13:34:00",NA,NA,NA,"MONTMORILLON",86165,8548,"08/22/25 14:45:00","12/21/04 09:51:00","L541181001","L5411810",NA,"NA"
"994",91,"L5511910","PRISSAC","L'ANGLIN",566062,6601927,NA,223.46001,"S",7007,1.7,0.034,55.4,86.5,107,"L5511910","","03/31/23 13:38:00",NA,NA,NA,"PRISSAC ",36168,10697,"08/22/25 14:55:00","04/07/08 10:33:00","L551191001","L5511910",NA,"NA"
"995",92,"L5623010","JOUAC","BENAIZE",566112,6585376,NA,185.35001,"S",7007,1.87,0.063,33.5,51.4,63.3,"L5623010","","03/31/23 13:49:00",10,NA,NA,"JOUAC ",87080,17446,"08/22/25 15:08:00","","L562301001","L5623010",NA,"NA"
"996",93,"L5741915","ANGLES SUR ANGLIN","L'Anglin",538143,6623679,NA,1683.42,"S",7007,10.85,1.08,176,279,347,"ANGLES 001","Mise en service de l'échelle : xx/xx/200x
Mise en service de la station : xx/11/2012
Pont d'Angles","03/31/23 13:39:00",0,NA,NA,"ANGLES-SUR-L'ANGLIN",86004,6489,"08/22/25 15:18:00","10/29/12 14:00:00","L574192002","L5741920",NA,"NA"
"997",94,"L5801810","VICQ SUR GARTEMPE","La GARTEMPE",487440,2192280,NA,3848.9099,"S",7007,29.7,4.02,283,420,510,"L5801810","","03/31/23 13:41:00",10,NA,NA,"VICQ-SUR-GARTEMPE",86288,6153,"08/22/25 15:22:00","","L580181001","L5801810",NA,"NA"
"998",95,"L7000610","NOUATRE","VIENNE",513646,6663993,NA,19920,"S",7007,190,32.7,1310,1810,2150,"L7000610","","03/24/23 15:19:00",0,NA,NA,"NOUATRE",37174,3196,"08/29/25 10:52:00","","L700061001","L7000610",NA,"NA"
"999",96,"L7024040","CROUZILLES","La Manse",506015,6674065,NA,186.39,"S",7007,0.713,0.225,12.2,18.2,22.2,"CROUZILLES","","03/24/23 15:21:00",NA,NA,NA,"CROUZILLES",37093,3875,"08/29/25 10:25:00","07/12/13 10:06:00","L702000101","L7020001",NA,"NA"
"1000",97,"L7123001","LEMERE","LA VEUDE",445.88,2235.46,NA,412,"S",7007,1.16,0.092,7.18,12.2,15.6,"L7123001","Mise en service le 09/10/1997 à 15h30.

Cette station est située sur la commune de LEMERE (37) au lieu-dit ""Le Moulin de Coutureau"".
Carte IGN série bleue: 1724 Est

Objectif:
Besoin pour l'hydrologie générale de la région.

Equipement:
Centrale ALCYR avec capteur Ultra-Son, alimentation solaire
Télétransmission: 02 47 95 75 18 code LEMERE

Type de contrôle:
Radier de pont en taule ondulée (Type: buse ARMCO) de deux passes.
Les mesures de crues sont effectuées 3,5km en aval, au lieu-dit ""Beauvais"" sur la commune de LIGRE.

Courbe de tarage en vigueur:
Valide depuis le 28/03/2005. Le contrôle peut se retouver sous l'influence d'un seuil en moëllons, situé 700m en aval, lorsque celui-ci est encombré de branches et dépot divers

Evénements marquants:

29/01/1998 : Nivellement du ""0"" de l'échelle avec comme point repère le coin RD de la pointe amont de la pile centrale (Croquis dans le dossier station).
La cote du ""0"" est de -0,964m par rapport au repère. Photos

08/04/1998 : Photos

01/02/1999 : Découverte d'un seuil en grosses pierres encombrées de branches et autres détritus à 750 mètres en aval de la station.

01/03/1999 : Photos de la station (amont et aval du pont)

27/12/1999 : Photos de la crue à la station

21/04/2004 : Photos

31/08/2004 : Photos

17/10/2005 : Levé par géomètre pour un projet de la céation d'un seuil de contrôle - altitude du ""0"" de l'échelle:36.59m

24/11/2005 : Changement de centrale et de modem, enlèvement de matériel CR2M contre de l'ALCYR.

24/04/2006 : Photos (eutrophysation du lit)","03/24/23 15:23:00",0,NA,NA,"LEMERE",37125,3659,"07/25/23 09:04:00","","L712301001","L7123010",NA,"NA"
"1001",98,"L8222110","MISSE","LE THOUET",407622,2220062,NA,997,"S",7007,7.7,0.41,156,256,322,"L8222110","4920 NGF= 0 ech diren","05/27/04 00:00:00",0,NA,NA,"MISSE",79178,4920,"10/24/25 10:59:00","","L822211001","L8222110",NA,"NA"
"1002",99,"L8343010","MASSAIS","L'ARGENTON",395241,2225473,NA,634,"S",7007,4.56,0.025,92,139,170,"L8343010","MOULIN BERNARD
Altitude : 60.67m","01/07/04 00:00:00",0,NA,NA,"MASSAIS ",79168,6090,"10/24/25 10:57:00","","L834301001","L8343010",NA,"NA"
"1003",100,"L8402135","MONTREUIL BELLAY (SAINT ELOI)","Thouet",461948,6676362,NA,2119.73,"S",7007,13.6,0.287,185,285,350,"L8402135","","",NA,NA,NA,"MONTREUIL-BELLAY",49215,2796,"10/24/25 11:01:00","11/25/11 14:36:00","L840211002","L8402110",NA,"NA"
"1004",101,"L8523010","POUANCAY","LA DIVE DU NORD",415794,2235805,NA,785,"S",7007,2.49,0.34,8.79,13.1,1716,"L8523010","LA MOTTE BOURBON","02/29/00 00:00:00",0,NA,NA,"POUANCAY ",86196,3229,"10/24/25 11:06:00","","L852301001","L8523010",NA,"NA"
"1005",102,"L0321510","SAINT PRIEST TAURION (CHAUVAN)","TAURION",576725,6535121,NA,1030,"S",7007,18.5,3.2,130,190,240,"L0321510","","11/21/97 00:00:00",0,NA,NA,"SAINT-PRIEST-TAURION",87178,23617,"08/29/25 11:24:00","","L032151001","L0321510",NA,"NA"
"1006",103,"L0410610","LIMOGES (PONT NEUF)","Vienne",NA,NA,NA,2320,"S",7007,43.1,11.8,200,280,340,"L0410610","Essai de corrélation avec le Palais (PF-juin 2008)","",0,NA,NA,"",NA,NA,"03/21/23 09:50:00","06/03/08 11:12:00","L040061002","L0400610",NA,"NA"
"1007",104,"L0620610","AIXE SUR VIENNE","Vienne",555798,6523699,NA,3351,"S",7007,50.3,13,250,340,390,"L0620610","","",0,NA,NA,"AIXE-SUR-VIENNE",8700,19951,"08/29/25 11:35:00","06/05/08 10:09:00","L062061001","L0620610",NA,"NA"
"1008",105,"L0920610","ETAGNAC (PONT DE  PILAS)","Vienne",479502,2097622,NA,4100,"S",7007,72.3,NA,NA,NA,NA,"ETAGNAC","cote en ign 69  et pas en ngf","",0,NA,NA,"",NA,15300,"10/03/25 13:10:00","11/24/04 17:05:00","L092061001","L0920610",NA,"NA"
"1009",106,"L0940610","CONFOLENS","la vienne",519749,6548610,NA,4395.7598,"S",7007,69.5,16,440,590,690,"CONFO","données issues de sophie","",0,NA,NA,"CONFOLENS",16106,12857,"08/29/25 11:39:00","04/02/07 17:36:00","L094061001","L0940610",NA,"NA"
"1011",108,"L1440610","CHAUVIGNY","vienne",519421,6610414,NA,5976.0698,"S",7007,78.4,17,500,660,770,"CHAUVIGNY","","",NA,NA,NA,"CHAUVIGNY",86070,6038,"08/29/25 11:40:00","12/20/04 15:16:00","L144061001","L1440610",NA,"NA"
"1012",109,"L2313030","MARNAY","La Clouère",497500,6591137,NA,313.63,"S",7007,NA,NA,NA,NA,NA,"MARNAY","","",0,NA,NA,"MARNAY",86148,10279,"08/22/25 14:43:00","10/21/14 15:04:00","L231301401","L2313014",NA,"NA"
"1013",110,"L2321610","VIVONNE (DANLOT)","Clain",491670,6596929,NA,1806.22,"S",7007,13.9,1.6,96,150,180,"VIVONNE","","",NA,NA,NA,"VIVONNE",86293,8412,"08/22/25 15:25:00","12/23/04 11:19:00","L232161001","L2321610",NA,"NA"
"1014",111,"L2334010","SMARVES","LE MIOSSON",449313,2171160,NA,129,"S",7007,0.33,0.032,4.8,8.8,11,"L2334010"," Altitude 90.00m","11/07/02 00:00:00",0,NA,NA,"SMARVES",86263,8962,"08/22/25 15:22:00","","L233401001","L2334010",NA,"NA"
"1015",112,"L2404020","BERUGES","La Boivre",486364,6611208,NA,149.86,"S",7007,0.924,0.12,5.9,9,11,"L2404020","Section de jaugeage à confirmer .","",0,NA,NA,"BÉRUGES",86024,9464,"10/03/25 13:11:00","02/12/07 14:12:00","L240402001","L2404020",NA,"NA"
"1016",113,"L2404040","POITIERS (GARE)","La Boivre",495579,6612296,NA,197.62,"S",7007,1.17,0.21,9.9,16,20,"POITIERS G","","",NA,NA,NA,"POITIERS",86194,7205,"08/22/25 15:06:00","10/18/07 15:36:00","L240404001","L2404040",NA,"NA"
"1017",114,"L2424010","AYRON","la Vendelogne",476509,6621663,NA,59.599998,"S",7007,0.324,0.003,5.2,8.2,10,"AYRON","","",0,NA,NA,"AYRON",86017,12194,"08/22/25 14:29:00","09/14/16 16:26:00","L242401002","L2424010",NA,"NA"
"1018",115,"L2424015","LATILLE","l' Auxance",NA,NA,NA,NA,"S",7007,NA,NA,NA,NA,NA,"LATILLE","","",0,NA,NA,"LATILLE",NA,NA,"10/03/25 13:11:00","09/14/16 16:30:00","L242401501","L2424015",NA,"NA"
"1019",116,"L3100610","CHATELLERAULT (PONT HENRI IV)","vienne",512484,6638064,NA,9989.8496,"S",7007,110,20,860,1200,1500,"CHATELL","","",NA,NA,NA,"CHÂTELLERAULT",86066,4357,"08/29/25 11:24:00","12/20/04 15:03:00","L320061001","L3200610",NA,"NA"
"1020",117,"L4100710","AUBUSSON","CREUSE",587344,2105580,NA,401,"S",7007,5,0.4,35,46,53,"L4100710","Installation par SPC Poitiers le 08/09/2009","",0,NA,NA,"AUBUSSON",23008,43085,"08/18/25 10:33:00","10/01/09 16:57:00","L410071001","L4100710",NA,"NA"
"1021",118,"L4321711","GENOUILLAC","petite creuse",622632,6584689,NA,560.69,"S",7007,NA,NA,NA,NA,NA,"L4321711","","",NA,NA,NA,"GENOUILLAC",23089,26924,"08/22/25 10:55:00","02/16/16 14:16:00","L432000101","L4320001",NA,"NA"
"1022",119,"L4540710","GARGILESSE","CREUSE",591462,6602476,NA,2481,"S",7007,NA,NA,NA,NA,NA,"L4540710","Station pour Vigicrues - Hauteur diffusée
Sitiuée à l'aval du barrage d'Eguzon et la Roche aux Moines 
Débit de la Creuse + la Gargilesse
Pas de jaugeage pratiqué.","",0,NA,NA,"GARGILESSE-DAMPIERRE",36081,12464,"08/18/25 11:15:00","05/02/06 09:58:00","L454071001","L4540710",NA,"NA"
"1023",120,"L4540720","ARGENTON SUR CREUSE","la Creuse",586529,6610898,NA,2636.0801,"S",7007,25.9,1.5,210,310,380,"ARGENT","seuil de St Etienne avec une pelle en mauvaise état gestion communal (projet refection pelle) 29/08/2025","",0,NA,NA,"ARGENTON-SUR-CREUSE",NA,NA,"08/29/25 15:17:00","04/02/07 17:51:00","L454072001","L4540720",NA,"NA"
"1024",121,"L4700710","SAINT GAULTIER","Creuse",579629,6616237,NA,3260.3101,"S",7007,NA,NA,NA,NA,NA,"L4700710","","",0,NA,NA,"SAINT-GAULTIER",36192,9381,"08/22/25 11:44:00","12/22/11 13:21:00","L470071001","L4700710",NA,"NA"
"1025",122,"L4710710","SCOURY","creuse",569113,6616158,NA,3333.96,"S",7007,35,3.4,340,490,590,"SCOURY","","",NA,NA,NA,"CIRON",36053,8372,"08/22/25 11:47:00","12/20/04 16:06:00","L471071001","L4710710",NA,"NA"
"1026",123,"L4730720","TOURNON SAINT MARTIN","la creuse",543623,6628013,NA,3645.01,"S",7007,34.9,2.1,280,430,530,"TOURNON","","",0,NA,NA,"TOURNON-SAINT-MARTIN",36224,6420,"08/22/25 11:51:00","04/03/07 09:16:00","L473072001","L4730720",NA,"NA"
"1027",124,"L5114020","SAINT PARDOUX","LA COUZE",565159,6552981,NA,85.470001,"S",7007,NA,NA,NA,NA,NA,"ST PARDOUX","","",0,NA,NA,"SAINT-PARDOUX ",87173,33941,"08/29/25 10:55:00","09/14/16 14:49:00","L511401101","L5114011",NA,"NA"
"1028",125,"L5401810","LATHUS SAINT REMY","Gartempe",540873,6578086,NA,1722.5699,"S",7007,18.5,1.9,140,190,230,"ST REMY","Pont de Massugeon","",NA,NA,NA,"LATHUS-SAINT-RÉMY",86120,12093,"08/22/25 14:43:00","12/21/04 10:13:00","L540181001","L5401810",NA,"NA"
"1029",126,"L5411815","SAINT SAVIN","LA GARTEMPE",536673,6609440,NA,1988,"S",7007,NA,NA,NA,NA,NA,"ST SAVIN","Echelle située en RG commune de St Savin
Station située en RD commune de St Germain","",NA,NA,NA,"SAINT-SAVIN",86246,7532,"08/22/25 14:52:00","03/10/14 15:49:00","L541182301","L5411823",NA,"NA"
"1030",127,"L5673010","LA TRIMOUILLE","la Benaize",NA,NA,NA,NA,"S",7007,NA,NA,NA,NA,NA,"TRIMOUILLE","Propriétaire du moulin à l'aval de la station (controle hydraulique) : Daniel ROCCHI 06 07 30 25 49 (15 ru edu moulin de la Font) 
Travaux/Manoeuvre vannes en septembre/octobre 2024 pour réhabiliter les dégats causés par les crues du printemps 2024
","",0,NA,NA,"TRIMOUILLE",NA,NA,"11/13/24 16:10:00","10/21/14 15:02:00","L567000301","L5670003",NA,"NA"
"1031",128,"L5733020","JOURNET","LE SALLERON",NA,NA,NA,121,"S",7007,0.945,0.042,20,31,38,"L5733020"," Altitude : 135.00m
Pont de Tervannes","11/12/02 00:00:00",0,NA,NA,"",NA,NA,"07/25/23 08:25:00","","L573301001","L5733010",NA,"NA"
"1032",129,"L5741910","MERIGNY","Anglin",541214,6616581,NA,1636.85,"S",7007,11.9,0.68,200,320,400,"MERIGNY","","",0,NA,NA,"MERIGNY ",36119,7228,"10/03/25 12:12:00","03/10/06 15:07:00","L574191001","L5741910",NA,"NA"
"1033",130,"L6000710","LA ROCHE POSAY","la creuse",533365,6634279,NA,7775.9502,"S",7007,62.8,8.6,500,730,880,"LA ROCHE","données issues de sophie","",0,NA,NA,"ROCHE-POSAY",86207,5399,"08/22/25 11:15:00","04/03/07 08:49:00","L600071001","L6000710",NA,"NA"
"1034",131,"L6300710","DESCARTES","La Creuse",475110,2220460,NA,9280,"S",7007,NA,NA,NA,NA,NA,"DESCARTES","","",0,NA,NA,"DESCARTES",37115,3975,"08/18/25 10:48:00","08/05/08 15:26:00","L630071001","L6300710",NA,"NA"
"1037",134,"L7220610","CHINON","Vienne",490830,6677537,NA,20821.551,"S",7007,168,32,890,1200,1400,"CHINON","","",NA,NA,NA,"CHINON",37072,2870,"08/29/25 10:14:00","12/21/04 11:48:00","L720061001","L7200610",NA,"NA"
"1038",135,"L8102120","LE TALLUD","LE THOUET",398200,2184105,NA,85,"S",7007,1.11,0.058,22.3,36.7,46.2,"L8102120","LA PECHELLERIE","02/29/00 00:00:00",0,NA,NA,"TALLUD ",79322,13515,"10/24/25 10:50:00","","L810211001","L8102110",NA,"NA"
"1039",136,"L8122111","PARTHENAY","LE THOUET",NA,NA,NA,NA,"S",7007,NA,NA,NA,NA,NA,"L8122111","","03/01/00 00:00:00",NA,NA,NA,"",NA,NA,"01/15/24 14:21:00","","L812211002","L8122110",NA,"NA"
"1040",137,"L8122112","PARTHENAY (GODINEAU)","Thouet",NA,NA,NA,NA,"S",7007,NA,NA,NA,NA,NA,"PARTHENAY","Station opérationnelle depuis le 23 juillet 2020","",0,NA,NA,"POITIERS",NA,12439,"07/31/20 12:37:00","01/28/20 16:36:00","L812211004","L8122110",NA,"NA"
"1041",138,"L8122140","SAINT LOUP LAMAIRE (PONT)","LE THOUET",408932,2201498,NA,384,"S",7007,4.75,0.094,130,200,250,"L8122140","","02/29/00 00:00:00",0,NA,NA,"SAINT LOUP LAMAIRE",79268,8389,"10/03/25 12:14:00","","L812212001","L8122120",NA,"NA"
"1042",139,"L8134030","GOURGE","LE CEBRON",404694,2195229,NA,68,"S",7007,0.504,0.001,15,24,30,"L8134030","LE CHAMP DES BALASTIÈRES
Altitude : 122.65 = 0 échelle DIREN ( cote selon DDE 79)","02/21/05 00:00:00",0,NA,NA,"",NA,12265,"10/03/25 13:12:00","","L813401001","L8134010",NA,"NA"
"1043",140,"L8142110","SAINT GENEROUX","LE THOUET",460958,6647356,NA,701,"S",7007,5.49,0.22,125,202,253,"L8142110","","03/01/00 00:00:00",NA,NA,NA,"SAINT-GÉNÉROUX",79252,5956,"10/24/25 11:07:00","","L814211001","L8142110",NA,"NA"
"1044",141,"L8402130","MONTREUIL BELLAY (PONT NAPOLEON)","LE THOUET",NA,NA,NA,NA,"S",7007,NA,NA,NA,NA,NA,"L8402130","","01/22/01 00:00:00",10,NA,NA,"",NA,NA,"10/03/25 12:13:00","","L840211001","L8402110",NA,"NA"
"1045",142,"L8602120","CHACE","Le Thouet",466930,6684041,NA,3267.6899,"S",7007,17.6,0.78,181,269,327,"CHACE","PONT DE CHACÉ","01/06/03 00:00:00",0,248,NA,"CHACÉ ",49060,2458,"10/24/25 10:47:00","","L860211002","L8602110",NA,"NA"
"1046",143,"N4120010","SAINTE OUENNE","Egray",434627,6596276,997.894,78.559998,"S",7007,1,0,30.2,54.5,70.5,"STE_OUENNE","","02/03/25 12:46:00",0,NA,NA,"SAINTE-OUENNE",79284,2544,"08/25/25 11:43:00","12/08/08 11:27:00","N412001001","N4120010",NA,"NA"
"1047",144,"N4200010","MOUGON (MONTAILLON)","Lambon",449210,6583648,972.366,27.469999,"S",7007,NA,NA,5.98,11,14.4,"MOUGON","","02/03/25 12:41:00",10,NA,NA,"MOUGON",79185,8769,"08/25/25 10:52:00","12/08/08 11:47:00","N420001001","N4200010",NA,"NA"
"1049",146,"N4300621","NIORT (TIFFARDIERE BIEF)","LA SEVRE NIORTAISE",429488,6587327,998.745,876.09003,"S",7007,6.57,0.662,47,67.5,81.1,"TIFF_BIEF","Bief de l'ancien moulin de la Roussille + bras du moulin

Acces par station (ane et bouc) => Mr MAGNEIN Michel 06 87 83 65 65 / 05 49 79 50 88
Acces moulin et bief moulin => Mr GOY Anael 06 52 56 87 36

Baragiste du secteur Sèvre Niortaise, Mr Humberto Borges 0549090118 ou 0664489942, Mail bureau: humberto.borges@sevre-niortaise.fr

Marc Lamber IIBSN: 0684506451, gère la Sèvre et bien plus, Chef.","02/03/25 12:38:00",0,NA,NA,"NIORT",79191,485,"10/20/25 09:25:00","","N430062101","N4300621",NA,"NA"
"1050",147,"N4300622","NIORT (TIFFARDIERE BRAS PRINCIPAL)","SEVRE NIORTAISE",429577,6587215,998.745,1070,"S",7007,4.57,0.133,58.1,94,118,"TIFF_PRIN","Bief de décharge + fuite

Baragiste du secteur Sèvre Niortaise, Mr Humberto Borges 0549090118 ou 0664489942, Mail bureau: humberto.borges@sevre-niortaise.fr

Marc Lamber IIBSN: 0684506451, gère la Sèvre et bien plus, Chef.","02/03/25 12:34:00",0,NA,145,"NIORT",79191,428,"10/20/25 09:25:00","","N430062201","N4300622",NA,"NA"
"1051",148,"N6110610","MARANS","la sevre niortaise",395646,6587720,977.938,2209.79,"S",7007,NA,NA,NA,NA,NA,"MARANS","PONT SNCF
Modernisation station en débimétrie = Juin 2004
Piézzo = Mars 2005","01/30/01 00:00:00",10,NA,NA,"MARANS",17218,9,"08/25/25 10:46:00","","N611061001","N6110610",NA,"NA"
"1052",149,"R1090401","LA ROCHEFOUCAULD","TARDOIRE",496408,6519139,976081,517,"S",7007,NA,NA,NA,NA,NA,"R1090401","","",0,NA,NA,"ROCHEFOUCAULD",16281,7639,"08/22/25 09:42:00","12/21/16 09:35:00","R109001002","R1090010",NA,"NA"
"1053",150,"R1264020","MARTHON (MOULIN DE PLOUX)","LE BANDIAT",500730,6504718,0.0013,318,"S",7007,2.9,0.059,21.8,27.2,30.7,"R1264020","station prévision de crue","02/29/00 00:00:00",0,NA,NA,"MARTHON",16211,10034,"08/22/25 09:50:00","","R116002001","R1160020",NA,"NA"
"1054",151,"R2220010","MONTIGNAC","la charente",NA,NA,NA,NA,"S",7007,NA,NA,NA,NA,NA,"R2220010","","",0,NA,NA,"",NA,NA,"05/14/18 15:57:00","12/31/09 16:48:00","R222001002","R2220010",NA,"NA"
"1056",153,"R2340010","ANGOULEME","CHARENTE",478329,6509948,836520,3961,"S",7007,NA,NA,NA,NA,NA,"R2340010","STATION DE PREVISION DE CRUES","",0,NA,NA,"ANGOULÊME",16015,2661,"08/22/25 10:15:00","02/03/09 15:42:00","R234001001","R2340010",NA,"NA"
"1057",154,"R3140010","COGNAC (PONT DE CROIN)","LA CHARENTE",440137,6515505,896034,5001,"S",7007,NA,NA,289,421,509,"R3140010","","03/02/00 00:00:00",NA,NA,NA,"COGNAC",16102,13,"11/10/25 10:24:00","","R314001001","R3140010",NA,"NA"
"1058",155,"R4122521","SALLES D ANGLES - PERCEPTIERS GAUCHE","Le Ne",438236,6505365,998067,602,"S",7007,1.16,0.014,9.14,15.8,20.2,"R4122521","Station QMJ

Station mesurant les hauteurs d'eau sur le bief

- répartiteur entre bras principal et bief en amont de l'échelle --> pas d'influence sur la hauteur
contact pour renseignements sur les manipulations de l'ouvrage: Laurent Paulhac - technicien rivière du bassin du Né (laurent.paulhac@siah-ne.fr)

- Le site n'est plus jaugeable pour H> 140 cm ? en raison des débordements. Le débit est alors mesuré en amont du cours d'eau à St Fort sur le Né (1 bras). La courbe de tarage pour H > 140 cm est construite selon une répartition de ce débit  mesuré à St Fort, débit rattaché proportionnellement aux hauteurs relevées sous Sircade, pour les 2 bras du Né aux Perceptiers.
","04/03/00 00:00:00",0,NA,NA,"SALLES-D'ANGLES",16359,1306,"11/10/25 10:53:00","","R413001101","R4130011",NA,"NA"
"1059",156,"R4122522","SALLES D ANGLES - PERCEPTIERS STATION","Le Ne",438229,6505402,999765,602,"S",7007,2.8,0.001,26.3,43.9,55.6,"R4122522","Station QMJ

Station mesurant les hauteurs d'eau sur le bras principal

- répartiteur entre bras principal et bief en amont de l'échelle --> pas d'influence sur la hauteur
contact pour renseignements sur les manipulations de l'ouvrage: Laurent Paulhac - technicien rivière du bassin du Né (laurent.paulhac@siah-ne.fr)

- Le site n'est plus jaugeable pour H> 160 cm ? en raison des débordements. Le débit est alors mesuré en amont du cours d'eau à St Fort sur le Né (1 bras). La courbe de tarage pour H > 160 cm est construite selon une répartition de ce débit  mesuré à St Fort, débit rattaché proportionnellement aux hauteurs relevées sous Sircade, pour les 2 bras du Né aux Perceptiers.

","04/03/00 00:00:00",0,NA,NA,"SALLES-D'ANGLES",16359,1234,"11/10/25 11:12:00","","R413001201","R4130012",NA,"NA"
"1060",157,"R4230003","SAINTES (PONT BERNARD PALISSY)","LA CHARENTE",417893,6522872,929832,7391.5601,"S",7007,NA,NA,NA,NA,NA,"R4230003","","02/29/00 00:00:00",0,NA,NA,"SAINTES ",17415,12,"08/22/25 10:33:00","","R520001001","R5200010",NA,"NA"
"1061",158,"R4230010","CHERAC (CHEZ LANDART)","CHARENTE",425488,6517977,916.068,6334,"S",7007,NA,NA,NA,NA,NA,"R4230010","","",0,NA,NA,"CHANIERS",17086,15,"08/25/25 15:12:00","01/11/16 16:12:00","R423001002","R4230010",NA,"NA"
"1062",159,"R5020250","JONZAC","LA SEUGNE",NA,NA,NA,NA,"S",7007,NA,NA,NA,NA,NA,"5502","STATION +25M PAR RAPPORT A L ECHELLE","",NA,NA,NA,"",NA,NA,"05/14/18 15:56:00","01/18/08 15:40:00","R502331001","R5023310",NA,"NA"
"1064",161,"R5123310","PONS","LA SEUGNE",NA,NA,NA,882,"S",7007,NA,NA,63.1,109,139,"R5123310","","03/02/00 00:00:00",NA,NA,NA,"",NA,NA,"02/04/25 09:35:00","","R512331002","R5123310",NA,"NA"
"1065",163,"R5250010","SAINT SAVINIEN","LA CHARENTE",414529,6537759,315,7706,"S",7007,NA,NA,NA,NA,NA,"R5250010","","04/11/01 00:00:00",NA,NA,NA,"SAINT SAVINIEN",17397,32,"10/03/25 16:07:00","","R523001002","R5230010",NA,"NA"
"1066",164,"R6092910","LE VERT","LA BOUTONNE",NA,NA,NA,523,"S",7007,NA,NA,30.5,43.6,52.3,"R6092910"," Altitude : 35.03m","11/08/02 00:00:00",NA,NA,NA,"",NA,NA,"02/04/25 09:52:00","","R608001002","R6080010",NA,"NA"
"1067",165,"R6100010","NUAILLE SUR BOUTONNE","LA BOUTONNE",NA,NA,NA,NA,"S",7007,NA,NA,38.9,59.9,73.8,"NUAILLE","JAUGEAGE EN AMONT .500M PAR RAPPORT A LA STATION SPC BRAS PRINCIPAL / BRAS SECONDAIRE","04/30/07 00:00:00",10,NA,NA,"",NA,NA,"02/04/25 10:04:00","","R610001001","R6100010",NA,"NA"
"1068",166,"R6142910","TORXE","LA BOUTONNE",NA,NA,NA,1030,"S",7007,NA,NA,NA,NA,NA,"R6142910"," Altitude : 3.00m","11/12/02 00:00:00",NA,NA,NA,"",NA,NA,"05/14/18 16:05:00","","R614291002","R6142910",NA,"NA"
"1072",170,"R6180010","TONNAY-BOUTONNE","la boutonne",NA,NA,NA,NA,"S",7007,NA,NA,NA,NA,NA,"R6180010","JAUGEAGE - ADCP","03/19/07 00:00:00",0,NA,NA,"",NA,NA,"05/16/25 15:33:00","","R618001001","R6180010",NA,"NA"
"1078",177,"R4122510","SAINT FORT SUR LE NE","Le Né",NA,NA,NA,529,"S",7007,NA,NA,NA,NA,NA,"R4122510","STATION MISE HORS SERVICE LE 31/12/1992                                                   STATION DEPLACEE AUX PERCEPTIERS   
 Altitude : 18.00m    ","11/08/02 00:00:00",NA,NA,NA,"",NA,NA,"10/03/25 12:09:00","","R411001001","R4110010",NA,"NA"
"1082",181,"N4010620","SAINT MAIXENT L ECOLE","sèvre niortaise",450818,6592516,875.028,237.37,"S",7007,NA,NA,NA,NA,NA,"ST_MAIXENT","","11/14/23 15:46:00",0,NA,NA,"SAINT-MAIXENT-L'ÉCOLE",79270,5700,"10/03/25 12:10:00","11/14/23 15:41:00","N401061002","N4010610",NA,"NA"
"1083",182,"R0020010","SURIS ANCIENNE","Charente",NA,NA,637.748,110.59,"S",7007,NA,NA,NA,NA,NA,"SURIS_ANCI","","",0,NA,NA,"SURIS",16376,NA,"10/03/25 12:16:00","12/14/23 08:58:00","R002001001","R0020010",NA,"NA"
"1091",190,"R3214026","PRIGNAC","Antenne",439215,6530595,NA,217.49001,"S",7007,NA,NA,11.9,17.2,20.8,"R3214026","Hauteur muret entre Antenne et Briou estimé à 1,20 -1,30 m à l'échelle. Au-delà de cette hauteur, les deux rivières sont connectées. Le Briou peut se déverser dans l'Antenne avant d'avoir 1,20 m à l'échelle. Cette hauteur n'est pas déterminée, elle dépend uniquement de l'intensité de la crue sur le Briou. ","",NA,NA,NA,"PRIGNAC",17290,1721,"11/10/25 10:30:00","07/28/17 08:55:00","R321402601","R3214026",NA,"NA"
"1092",1,"A9372050","BLIESBRUCK PONT","BLIES",953.444,2468.475,983.2,1815,"S",367670,NA,NA,NA,NA,140,"BLIE1","Les PK ont été vérifiés en mars 2010 via la BD Carthage.
